O,H,L,C,V,T,BV
0.008639,0.008669,0.008542,0.00858989,3262.31752415,2017-11-01T08:00:00,28.00945664
0.00858989,0.0085899,0.00839759,0.00839793,4693.95517178,2017-11-01T09:00:00,39.7374807
0.008441,0.00845,0.00827001,0.008285,6174.02555166,2017-11-01T10:00:00,51.72759243
0.00828499,0.00836521,0.00812656,0.00828361,6238.96696349,2017-11-01T11:00:00,51.65099464
0.00828277,0.008449,0.00826028,0.00837004,4601.51304835,2017-11-01T12:00:00,38.44881712
0.00839401,0.00843221,0.008303,0.00841,4843.08157946,2017-11-01T13:00:00,40.51909204
0.00841,0.00841,0.00831009,0.00835334,12922.52202066,2017-11-01T14:00:00,107.79689779
0.00833011,0.008357,0.008265,0.00827275,3199.41682114,2017-11-01T15:00:00,26.62154483
0.008292,0.0083,0.00814358,0.00825891,5637.72346711,2017-11-01T16:00:00,46.4098649
0.00825,0.00825898,0.0081562,0.00820405,3161.26454877,2017-11-01T17:00:00,25.97847172
0.00820405,0.00825893,0.00817751,0.00822901,2688.86013761,2017-11-01T18:00:00,22.07597551
0.00822902,0.00827,0.0082,0.0082,2891.15483358,2017-11-01T19:00:00,23.80968488
0.0082,0.00831,0.0082,0.00825993,2545.84552363,2017-11-01T20:00:00,21.05487117
0.00826701,0.00826701,0.00818474,0.00818474,5944.3772945,2017-11-01T21:00:00,48.83628848
0.00818474,0.0082,0.00800101,0.00801308,5833.81515275,2017-11-01T22:00:00,47.07877112
0.00801308,0.00805459,0.00781617,0.00784749,4179.97988792,2017-11-01T23:00:00,33.13106718
0.00782,0.0080546,0.00766368,0.007688,8466.63188126,2017-11-02T00:00:00,66.19037588
0.007688,0.00774065,0.0072,0.00757021,15941.95039343,2017-11-02T01:00:00,118.13543259
0.00751906,0.00771003,0.00750366,0.00761913,12595.18416099,2017-11-02T02:00:00,95.65856375
0.00754982,0.00761838,0.00745,0.007457,5658.2666702,2017-11-02T03:00:00,42.6399324
0.007457,0.00760013,0.0074373,0.00758778,4572.34994453,2017-11-02T04:00:00,34.39726652
0.00756996,0.00764699,0.00753433,0.0076329,3326.76300086,2017-11-02T05:00:00,25.27556531
0.0076329,0.0076329,0.00744167,0.00744167,4271.93083385,2017-11-02T06:00:00,32.17208858
0.00744165,0.00746872,0.00738797,0.00744201,5146.04771708,2017-11-02T07:00:00,38.23463854
0.00744201,0.00745,0.00731699,0.00731699,5070.97518097,2017-11-02T08:00:00,37.37543534
0.0073178,0.00735,0.00725383,0.00731846,4353.81636527,2017-11-02T09:00:00,31.74917804
0.00726701,0.00731859,0.00702723,0.00708,10637.671245,2017-11-02T10:00:00,76.402973
0.00704818,0.00800877,0.00677804,0.00752894,24516.55827255,2017-11-02T11:00:00,181.75965551
0.00752894,0.00783,0.00740574,0.00745504,9499.85550854,2017-11-02T12:00:00,72.35336976
0.00747306,0.00758,0.00721989,0.00723364,5929.9612659,2017-11-02T13:00:00,43.7651112
0.00723364,0.00761341,0.00721988,0.00759527,4596.36331721,2017-11-02T14:00:00,33.98639893
0.0076,0.0076351,0.00740953,0.00740953,4896.74996271,2017-11-02T15:00:00,36.80227144
0.00740953,0.00756149,0.0074,0.00756149,4639.16623461,2017-11-02T16:00:00,34.57954182
0.00756149,0.00767298,0.00747289,0.007538,5496.45269711,2017-11-02T17:00:00,41.64976238
0.007538,0.00774804,0.007538,0.00768473,3306.39592371,2017-11-02T18:00:00,25.31619964
0.007689,0.007877,0.00767002,0.00785564,5717.12913411,2017-11-02T19:00:00,44.58930431
0.00786638,0.00786638,0.00752,0.00764704,5556.06139315,2017-11-02T20:00:00,42.52216864
0.007645,0.00764704,0.00752087,0.00756,3800.15490836,2017-11-02T21:00:00,28.82859449
0.00756,0.00756,0.00751173,0.00755669,4860.27751157,2017-11-02T22:00:00,36.63162554
0.00755956,0.00772503,0.00755956,0.00768603,3569.76317555,2017-11-02T23:00:00,27.40837746
0.00772,0.00772823,0.00762701,0.00772823,4834.31579821,2017-11-03T00:00:00,37.11656935
0.00772823,0.007872,0.00772823,0.00778618,6367.80630554,2017-11-03T01:00:00,49.85245571
0.00778618,0.00793296,0.00770654,0.00789001,5930.01639595,2017-11-03T02:00:00,46.48457885
0.007881,0.007932,0.0075,0.00757165,5217.00433758,2017-11-03T03:00:00,40.07395532
0.00757165,0.00761713,0.00748976,0.007541,4143.96347216,2017-11-03T04:00:00,31.22933293
0.007541,0.00762207,0.00748115,0.00750679,3388.00366217,2017-11-03T05:00:00,25.60921352
0.00751,0.00755589,0.007462,0.00749519,2475.61796901,2017-11-03T06:00:00,18.57156605
0.00749521,0.00754,0.00743637,0.00743644,3412.58501517,2017-11-03T07:00:00,25.49017727
0.00743644,0.0074444,0.0072816,0.00730002,5676.25866711,2017-11-03T08:00:00,41.904153
0.00733001,0.00742101,0.0072792,0.00735,3101.5895777,2017-11-03T09:00:00,22.75438751
0.00735,0.00738852,0.00730022,0.00737993,4382.62235504,2017-11-03T10:00:00,32.19069189
0.00737993,0.00753939,0.00734809,0.007532,3695.37385446,2017-11-03T11:00:00,27.58131851
0.0075,0.00757627,0.007475,0.007565,3037.96409638,2017-11-03T12:00:00,22.90510825
0.007566,0.007602,0.00752701,0.0076,3108.20761823,2017-11-03T13:00:00,23.51382322
0.00759001,0.00767,0.0074845,0.00756621,3808.22503622,2017-11-03T14:00:00,28.89405095
0.00756622,0.00758798,0.00747486,0.00747486,2381.16470884,2017-11-03T15:00:00,17.9428419
0.00747486,0.00751,0.00745374,0.00751,2227.48066958,2017-11-03T16:00:00,16.66692827
0.00751,0.007562,0.007466,0.00752199,2835.59443316,2017-11-03T17:00:00,21.30496646
0.00753924,0.00754412,0.007466,0.00752,1548.69664458,2017-11-03T18:00:00,11.61624941
0.00752,0.00754733,0.00750003,0.00754733,1822.82776728,2017-11-03T19:00:00,13.72526034
0.00754733,0.00766229,0.00752042,0.00766229,5148.8373498,2017-11-03T20:00:00,38.95885489
0.0076623,0.007853,0.00766201,0.007806,5023.91340864,2017-11-03T21:00:00,39.05912622
0.0077881,0.00782,0.00771801,0.0078,6960.39243582,2017-11-03T22:00:00,54.16042895
0.0078,0.00781605,0.00775,0.00780497,3939.58231408,2017-11-03T23:00:00,30.70115482
0.00778003,0.0079475,0.00778003,0.00793,5941.9276177,2017-11-04T00:00:00,46.96749922
0.00793799,0.007938,0.00776352,0.00776701,6576.89525958,2017-11-04T01:00:00,51.55918744
0.00779396,0.007794,0.00763548,0.00771053,2393.29205793,2017-11-04T02:00:00,18.39258325
0.00770212,0.00771172,0.00765011,0.00768,1035.28610415,2017-11-04T03:00:00,7.96133673
0.00767553,0.00770841,0.00756611,0.00766365,1395.18719194,2017-11-04T04:00:00,10.64430623
0.00766,0.00769429,0.0075872,0.00769429,780.9486878,2017-11-04T05:00:00,5.96689888
0.0076661,0.0077,0.00761895,0.0076589,948.66802281,2017-11-04T06:00:00,7.26397548
0.0076589,0.00770091,0.00761604,0.00762365,1550.86205353,2017-11-04T07:00:00,11.85059538
0.00762365,0.007685,0.00761604,0.00767,1495.70757294,2017-11-04T08:00:00,11.41221832
0.00767,0.00768,0.007624,0.00763209,1728.99963846,2017-11-04T09:00:00,13.21829057
0.007635,0.007724,0.007635,0.007716,1967.53912431,2017-11-04T10:00:00,15.13331449
0.0077,0.00775451,0.00769649,0.00774289,1536.00851752,2017-11-04T11:00:00,11.87560847
0.0077449,0.007765,0.00770504,0.00775001,1633.92511816,2017-11-04T12:00:00,12.65142964
0.00775001,0.00776499,0.00763197,0.00765415,3209.58340847,2017-11-04T13:00:00,24.65430511
0.00767,0.00767,0.00756638,0.00762793,2082.28648775,2017-11-04T14:00:00,15.8412679
0.00763195,0.00763195,0.00755154,0.00758484,1573.55138921,2017-11-04T15:00:00,11.98408525
0.00760003,0.00760003,0.0074687,0.007578,3036.3351648,2017-11-04T16:00:00,22.83986123
0.00757003,0.00757798,0.007505,0.00754066,1353.44534055,2017-11-04T17:00:00,10.19836537
0.00754066,0.00754066,0.0075,0.00753115,1040.45062458,2017-11-04T18:00:00,7.82288647
0.00753115,0.00753918,0.0074501,0.0074501,1044.32199534,2017-11-04T19:00:00,7.81675794
0.00745139,0.00746,0.00735,0.007383,3816.26840388,2017-11-04T20:00:00,28.17809591
0.00738239,0.00739743,0.00735,0.007351,1704.19573344,2017-11-04T21:00:00,12.55455795
0.00735106,0.00744282,0.00735,0.007425,1846.29223067,2017-11-04T22:00:00,13.64636458
0.0074115,0.00748897,0.00735669,0.0074511,2202.04552931,2017-11-04T23:00:00,16.32618011
0.00743178,0.00750482,0.00739615,0.00745997,1135.00865765,2017-11-05T00:00:00,8.45373527
0.00745998,0.007461,0.00735,0.007402,6011.86671169,2017-11-05T01:00:00,44.29478762
0.007402,0.00742,0.00736849,0.00742,3373.53699025,2017-11-05T02:00:00,24.976425
0.00742,0.007426,0.007378,0.007397,1681.60330004,2017-11-05T03:00:00,12.46130081
0.00741,0.007421,0.00737041,0.00740563,1000.63896858,2017-11-05T04:00:00,7.39562371
0.00740563,0.00745403,0.007392,0.00744199,1020.83580641,2017-11-05T05:00:00,7.58499831
0.00744199,0.00744199,0.00737,0.007407,886.75966852,2017-11-05T06:00:00,6.55064808
0.00737001,0.00748093,0.00736967,0.00740001,1318.71405371,2017-11-05T07:00:00,9.80601649
0.007405,0.007405,0.00734986,0.007365,916.55056533,2017-11-05T08:00:00,6.75642846
0.00739399,0.00739403,0.00734938,0.007354,6179.86576393,2017-11-05T09:00:00,45.4323897
0.007354,0.0074,0.00734999,0.00738599,927.9058333,2017-11-05T10:00:00,6.83462817
0.0073908,0.0073908,0.00727758,0.00727758,1479.79363838,2017-11-05T11:00:00,10.84320688
0.00727758,0.0073,0.00726248,0.00726248,1574.57786472,2017-11-05T12:00:00,11.45176157
0.00726249,0.007266,0.00717,0.0072,4217.95988353,2017-11-05T13:00:00,30.38517684
0.0072,0.00725482,0.00715147,0.00721508,4140.60591197,2017-11-05T14:00:00,29.85477625
0.00721508,0.00730832,0.00719942,0.00728006,3999.17540992,2017-11-05T15:00:00,29.03106691
0.00728002,0.00728006,0.00721111,0.0072446,1598.99050996,2017-11-05T16:00:00,11.58423423
0.0072446,0.00730499,0.0072446,0.00729997,2317.75367747,2017-11-05T17:00:00,16.84026242
0.00729997,0.00729999,0.007242,0.00727808,791.13418218,2017-11-05T18:00:00,5.74805708
0.00727742,0.00727807,0.00722614,0.007236,1810.56061659,2017-11-05T19:00:00,13.12166215
0.00726107,0.00729795,0.007232,0.007295,2819.37116148,2017-11-05T20:00:00,20.50099922
0.0072948,0.00744725,0.00726533,0.007446,3703.34832196,2017-11-05T21:00:00,27.22199113
0.007447,0.00746,0.00733069,0.00746,1949.71570452,2017-11-05T22:00:00,14.40168036
0.00745761,0.00745761,0.00736,0.00736388,2190.85213794,2017-11-05T23:00:00,16.23397249
0.00736388,0.0074219,0.007328,0.00742,2922.23653693,2017-11-06T00:00:00,21.58810426
0.00742,0.00742,0.00734124,0.00736,2050.80169202,2017-11-06T01:00:00,15.13867542
0.00736,0.007379,0.007327,0.007378,2641.83213552,2017-11-06T02:00:00,19.45197785
0.007378,0.00751499,0.00735893,0.00747,6316.57620388,2017-11-06T03:00:00,46.94883098
0.00746999,0.00755,0.00745,0.0075,4498.50237373,2017-11-06T04:00:00,33.75100943
0.0075,0.00750001,0.00737893,0.00738251,3287.91292972,2017-11-06T05:00:00,24.43579845
0.00738262,0.00741126,0.00737341,0.00737341,3147.53276071,2017-11-06T06:00:00,23.27637558
0.00738,0.00744444,0.00735456,0.00739739,1486.54746591,2017-11-06T07:00:00,10.9909713
0.007418,0.00744689,0.00734027,0.00737836,1628.84237812,2017-11-06T08:00:00,12.04170164
0.00737836,0.00746807,0.00737836,0.00746805,1531.37715022,2017-11-06T09:00:00,11.35552795
0.00746807,0.00751,0.00746805,0.00749942,5408.30716616,2017-11-06T10:00:00,40.51585069
0.00751,0.00760381,0.00745829,0.00760378,2422.98674049,2017-11-06T11:00:00,18.2665584
0.00760374,0.00763195,0.00747233,0.00748335,3760.99862793,2017-11-06T12:00:00,28.41200694
0.00748334,0.00753498,0.00747201,0.00753488,1937.99388459,2017-11-06T13:00:00,14.5537663
0.00753498,0.00764,0.007529,0.0076,4522.6427122,2017-11-06T14:00:00,34.35808032
0.007602,0.00773438,0.00760001,0.007685,6592.14633053,2017-11-06T15:00:00,50.60793332
0.007685,0.00774,0.00763297,0.00770083,4835.12500231,2017-11-06T16:00:00,37.24511212
0.00770082,0.00780565,0.00768656,0.00775689,6352.28490192,2017-11-06T17:00:00,49.25215525
0.00775854,0.00789732,0.00772017,0.00785218,6015.01434289,2017-11-06T18:00:00,47.04948886
0.00785228,0.00795558,0.00783453,0.00790499,12035.98092273,2017-11-06T19:00:00,94.99047348
0.00789,0.00791273,0.00769453,0.007748,7288.44014431,2017-11-06T20:00:00,56.52430708
0.007748,0.0077765,0.00771316,0.007716,1851.35180703,2017-11-06T21:00:00,14.33614395
0.00771853,0.00784144,0.007702,0.00784144,2614.22914239,2017-11-06T22:00:00,20.27303212
0.00784537,0.0079,0.0078,0.00783463,5251.87145988,2017-11-06T23:00:00,41.24651156
0.00783302,0.00783927,0.00774566,0.00777668,2534.11176884,2017-11-07T00:00:00,19.68611453
0.00774815,0.0078,0.00773065,0.00779349,1379.59073203,2017-11-07T01:00:00,10.70227989
0.00779349,0.0079,0.00775203,0.00783429,3288.91524253,2017-11-07T02:00:00,25.74926388
0.00783429,0.0078465,0.00773175,0.00782939,2426.79071093,2017-11-07T03:00:00,18.89724157
0.00779023,0.00782631,0.00764539,0.00767489,2041.73174987,2017-11-07T04:00:00,15.76696674
0.00768357,0.00775499,0.0076454,0.0077301,1988.89935159,2017-11-07T05:00:00,15.29966348
0.0077301,0.007755,0.00768005,0.007735,4911.65618066,2017-11-07T06:00:00,37.9774262
0.00774993,0.00775487,0.00769938,0.00769938,1964.38454787,2017-11-07T07:00:00,15.19056651
0.00774735,0.00774735,0.0076,0.007702,4548.45557769,2017-11-07T08:00:00,34.86258298
0.00767734,0.00772786,0.0076,0.00770004,4943.0678318,2017-11-07T09:00:00,37.81489805
0.00770003,0.0077592,0.00764411,0.0077311,2372.68922035,2017-11-07T10:00:00,18.340055
0.007735,0.0078,0.00772201,0.0078,1762.08873899,2017-11-07T11:00:00,13.65487415
0.0078,0.00828573,0.00777258,0.00808192,29662.66315221,2017-11-07T12:00:00,238.76987735
0.008085,0.00823477,0.00804002,0.00808,15824.49577523,2017-11-07T13:00:00,128.57336988
0.00806,0.0083,0.00804276,0.00816305,9871.89316289,2017-11-07T14:00:00,80.45678735
0.00815339,0.0082,0.00808172,0.0081,5436.49505912,2017-11-07T15:00:00,44.19688945
0.0081,0.00838017,0.008087,0.0083699,10787.67028339,2017-11-07T16:00:00,89.09133767
0.00837,0.00858448,0.00831057,0.00842,30826.63483722,2017-11-07T17:00:00,261.46999328
0.00843,0.00873633,0.00836303,0.008626,26351.90601438,2017-11-07T18:00:00,225.28885156
0.008626,0.00863739,0.00844001,0.00851485,17064.03694561,2017-11-07T19:00:00,146.04058633
0.00851485,0.00908,0.008514,0.00887377,45992.41279427,2017-11-07T20:00:00,408.67059564
0.00887377,0.00907999,0.00865907,0.00877999,32542.50653631,2017-11-07T21:00:00,290.35802685
0.00877999,0.00884989,0.00861978,0.00862002,14183.66137276,2017-11-07T22:00:00,123.94405864
0.00862003,0.00866212,0.008455,0.0085,15705.58660956,2017-11-07T23:00:00,134.26253039
0.0085,0.0086815,0.00843,0.0086815,10258.13606829,2017-11-08T00:00:00,87.64771102
0.0086815,0.008785,0.00823666,0.008258,18385.61767566,2017-11-08T01:00:00,156.4763555
0.008253,0.00833276,0.008237,0.00828485,6942.27196697,2017-11-08T02:00:00,57.55180522
0.00828485,0.0083099,0.00823174,0.00830799,4022.32374127,2017-11-08T03:00:00,33.24933951
0.00830799,0.00844,0.00829995,0.00833322,5922.33537089,2017-11-08T04:00:00,49.55168153
0.00836996,0.00836998,0.00815692,0.00815895,5580.02148608,2017-11-08T05:00:00,46.16413909
0.00815895,0.00824019,0.00814206,0.00821,3467.80784015,2017-11-08T06:00:00,28.37549959
0.00818185,0.00850937,0.00818185,0.00844567,6661.73958968,2017-11-08T07:00:00,55.99010803
0.00844567,0.00849695,0.00835,0.008405,5657.43789468,2017-11-08T08:00:00,47.6277443
0.008405,0.0084202,0.00828283,0.0083,3237.16881737,2017-11-08T09:00:00,27.05794696
0.008293,0.0085,0.008278,0.00849187,3648.89352206,2017-11-08T10:00:00,30.69397148
0.00846663,0.00849953,0.0083557,0.0083697,5740.27057872,2017-11-08T11:00:00,48.31077212
0.00837506,0.00837506,0.00819089,0.00828663,5582.14203864,2017-11-08T12:00:00,46.22397472
0.008295,0.00831982,0.00819029,0.00823,3897.48525151,2017-11-08T13:00:00,32.21625003
0.00825298,0.00832478,0.00822192,0.00824,2871.36818803,2017-11-08T14:00:00,23.74036638
0.00824,0.0083,0.00819226,0.00823354,3750.13211496,2017-11-08T15:00:00,30.89300772
0.00823354,0.00833999,0.008226,0.00827001,5037.9271212,2017-11-08T16:00:00,41.79957685
0.00827001,0.00828345,0.00759644,0.007919,38695.55717661,2017-11-08T17:00:00,305.11554647
0.007919,0.00886203,0.00790001,0.00847101,65995.18865486,2017-11-08T18:00:00,559.73627654
0.00847101,0.00873183,0.00839304,0.00873183,23261.24829725,2017-11-08T19:00:00,197.92240531
0.00873183,0.00877207,0.008593,0.00872582,25328.25619581,2017-11-08T20:00:00,220.1890412
0.00866106,0.00872098,0.00850496,0.00860086,12836.44869946,2017-11-08T21:00:00,110.5717714
0.0086085,0.00868088,0.0083315,0.008385,8844.29458847,2017-11-08T22:00:00,75.10188051
0.008368,0.00842857,0.00830973,0.0084,8653.80634417,2017-11-08T23:00:00,72.35479549
0.0084,0.00851729,0.00836021,0.00848401,5465.0574964,2017-11-09T00:00:00,46.12366956
0.00848401,0.00857844,0.00842853,0.008448,3817.77478073,2017-11-09T01:00:00,32.4671643
0.008448,0.00865,0.00843,0.0086,4787.98967051,2017-11-09T02:00:00,40.89427952
0.0085864,0.008625,0.00854359,0.00861,3802.22745042,2017-11-09T03:00:00,32.69033477
0.00861,0.00875,0.00860087,0.00873498,9298.68996399,2017-11-09T04:00:00,80.91195616
0.00873897,0.00873897,0.0086,0.00866298,4211.67476084,2017-11-09T05:00:00,36.56554023
0.00866297,0.00869489,0.00852523,0.00857501,7575.04724422,2017-11-09T06:00:00,65.21920002
0.00857501,0.00868501,0.00854109,0.008628,4103.29669133,2017-11-09T07:00:00,35.38968231
0.008628,0.00874686,0.00857778,0.008618,5767.03715159,2017-11-09T08:00:00,49.97646214
0.0086001,0.00868059,0.00859,0.00859625,4419.21843547,2017-11-09T09:00:00,38.08926167
0.00859253,0.008684,0.00859048,0.00866999,4069.55554628,2017-11-09T10:00:00,35.15497618
0.00866999,0.00873899,0.00864502,0.0087,7453.52973771,2017-11-09T11:00:00,64.78608327
0.008688,0.008745,0.00862875,0.008667,9754.12320589,2017-11-09T12:00:00,84.81290027
0.00866827,0.00875,0.00862888,0.00874023,5778.32481706,2017-11-09T13:00:00,50.22758778
0.008717,0.00877829,0.00866114,0.00874188,7577.79197137,2017-11-09T14:00:00,66.02834926
0.00874188,0.00878828,0.00868001,0.00878819,7902.34707655,2017-11-09T15:00:00,69.09877968
0.00878819,0.008927,0.008785,0.00884784,10687.23016513,2017-11-09T16:00:00,94.69763607
0.008845,0.00898,0.0088,0.00897953,9529.28243526,2017-11-09T17:00:00,84.69541926
0.00897953,0.00919997,0.00896001,0.00909998,19366.26288027,2017-11-09T18:00:00,176.090231
0.00909998,0.00928007,0.00908,0.00927032,11892.31383477,2017-11-09T19:00:00,109.25049564
0.00927032,0.00936218,0.00919799,0.0093,11752.86909919,2017-11-09T20:00:00,108.9986253
0.00925993,0.0093,0.00905471,0.0091,12094.18630321,2017-11-09T21:00:00,110.7269981
0.0091,0.009125,0.0090001,0.00906102,8482.17833259,2017-11-09T22:00:00,76.86184682
0.00906102,0.00908941,0.00898628,0.0089863,7320.24255256,2017-11-09T23:00:00,66.05699221
0.00898628,0.00918262,0.0088639,0.00893694,11112.39589901,2017-11-10T00:00:00,100.36806643
0.00887999,0.00897996,0.00886499,0.00897987,3168.39104622,2017-11-10T01:00:00,28.24723255
0.00897987,0.00897988,0.00886499,0.00889244,3838.63387984,2017-11-10T02:00:00,34.21530175
0.0089448,0.00894499,0.0088,0.008855,6569.36071563,2017-11-10T03:00:00,58.14511156
0.008855,0.0089655,0.00881698,0.00888611,3965.2129263,2017-11-10T04:00:00,35.3831951
0.00894092,0.00896534,0.00881001,0.0089543,3304.59439996,2017-11-10T05:00:00,29.28050922
0.00889417,0.00906801,0.00886101,0.00896682,6691.50629372,2017-11-10T06:00:00,59.8285989
0.00892529,0.00900489,0.00892529,0.00894001,2320.9247456,2017-11-10T07:00:00,20.7912511
0.00894001,0.00902864,0.00893561,0.0089677,3922.71957022,2017-11-10T08:00:00,35.25102621
0.00897,0.00918,0.0089678,0.00911601,5398.97550828,2017-11-10T09:00:00,48.96859338
0.00911601,0.00925,0.00908261,0.00919599,9285.59411073,2017-11-10T10:00:00,84.96390771
0.0092285,0.00934254,0.00912818,0.00914,11361.93212896,2017-11-10T11:00:00,105.04804885
0.00914,0.009265,0.00891186,0.00891186,11494.87301276,2017-11-10T12:00:00,104.38240945
0.00891186,0.0090149,0.0088335,0.00889,10323.85398357,2017-11-10T13:00:00,92.09494642
0.00889,0.0090001,0.00889,0.0088975,6547.19822925,2017-11-10T14:00:00,58.51750355
0.00889749,0.00896999,0.008801,0.00890501,8740.58537133,2017-11-10T15:00:00,77.59128417
0.00890501,0.00898034,0.00886809,0.00889581,6681.99440628,2017-11-10T16:00:00,59.60100491
0.00895858,0.00897003,0.00875545,0.00879543,8800.41919627,2017-11-10T17:00:00,77.98978779
0.00879543,0.008817,0.00862336,0.0086737,14171.59347296,2017-11-10T18:00:00,123.26039309
0.0086737,0.00887363,0.0086737,0.00880588,13088.52049387,2017-11-10T19:00:00,115.12671487
0.00880588,0.00893737,0.00877001,0.00886115,9745.48978699,2017-11-10T20:00:00,86.42329968
0.00885589,0.00907489,0.00885501,0.00907,9903.07808137,2017-11-10T21:00:00,88.85412469
0.00907,0.0091,0.00895682,0.00897601,8200.08999955,2017-11-10T22:00:00,74.06233833
0.00897601,0.00905885,0.0089,0.00893999,8937.20242146,2017-11-10T23:00:00,80.05098324
0.0089888,0.0091,0.008918,0.00903046,4302.52591396,2017-11-11T00:00:00,38.62284692
0.00897999,0.00902156,0.00889815,0.00889815,2651.28482564,2017-11-11T01:00:00,23.72916323
0.0089,0.00896122,0.00885501,0.00886858,2294.03024456,2017-11-11T02:00:00,20.38315675
0.00886817,0.00886817,0.00873,0.00874551,3671.91539215,2017-11-11T03:00:00,32.36677072
0.00882,0.00885749,0.00879811,0.00885601,3379.57971388,2017-11-11T04:00:00,29.90359812
0.00885601,0.0089909,0.00883233,0.00896935,3311.58265704,2017-11-11T05:00:00,29.53691037
0.00896935,0.0090416,0.00892,0.00899479,3572.29737561,2017-11-11T06:00:00,32.08557763
0.0090025,0.00934444,0.00899265,0.00921102,14136.71886926,2017-11-11T07:00:00,130.60165847
0.00921102,0.00927933,0.0090567,0.00909417,4832.33486557,2017-11-11T08:00:00,44.27851259
0.00909417,0.009145,0.00907503,0.009145,3884.1300687,2017-11-11T09:00:00,35.40551364
0.009145,0.00925,0.00914471,0.00917695,4587.83775097,2017-11-11T10:00:00,42.23176468
0.009195,0.00922,0.0090613,0.00917535,6201.50424843,2017-11-11T11:00:00,56.67404675
0.00917535,0.00932,0.00913003,0.0093155,8386.84059114,2017-11-11T12:00:00,77.61667259
0.00931998,0.00945201,0.00927105,0.00939754,16624.40704884,2017-11-11T13:00:00,156.05577186
0.00937708,0.00943888,0.00931001,0.00937301,11515.83530944,2017-11-11T14:00:00,108.06028815
0.00937301,0.00964668,0.009373,0.0096,14521.54993837,2017-11-11T15:00:00,138.23408742
0.00960788,0.00966148,0.00949,0.00960479,10805.08719039,2017-11-11T16:00:00,103.25599196
0.00960479,0.0100816,0.00960479,0.00994,23091.98335317,2017-11-11T17:00:00,228.49611347
0.00994,0.01008524,0.009841,0.01004094,20103.89993629,2017-11-11T18:00:00,200.53176073
0.01004094,0.01011071,0.00982,0.00994322,10836.39263899,2017-11-11T19:00:00,107.98922932
0.00994322,0.01004356,0.00976482,0.0098,8418.90903306,2017-11-11T20:00:00,83.71885487
0.0098,0.00986,0.00963763,0.00966,9460.7216853,2017-11-11T21:00:00,92.25456592
0.0096889,0.009747,0.00961618,0.00974699,5206.64304644,2017-11-11T22:00:00,50.51042788
0.00974699,0.00989339,0.0097455,0.00981201,6390.45016609,2017-11-11T23:00:00,62.76646437
0.00982409,0.00991765,0.00971494,0.00990248,6869.71899029,2017-11-12T00:00:00,67.61205129
0.00990248,0.009979,0.00984605,0.00990028,8516.8455104,2017-11-12T01:00:00,84.14928993
0.00990028,0.00995345,0.00977677,0.00983302,11441.57003066,2017-11-12T02:00:00,112.62719479
0.00983302,0.01000451,0.00976819,0.009993,18026.27247754,2017-11-12T03:00:00,178.40495605
0.009993,0.01019084,0.00982727,0.01019072,19077.91665765,2017-11-12T04:00:00,190.91740448
0.01019073,0.010505,0.01014653,0.01021377,34709.12765841,2017-11-12T05:00:00,359.67894692
0.01021377,0.0104,0.01009924,0.01025486,27765.00902857,2017-11-12T06:00:00,283.86596532
0.01025486,0.01025499,0.0096,0.00960509,27529.31515119,2017-11-12T07:00:00,270.53687399
0.009605,0.00976429,0.00916636,0.00958173,25963.9464915,2017-11-12T08:00:00,246.19385535
0.00958174,0.00978984,0.0093548,0.009472,11246.86991733,2017-11-12T09:00:00,108.15256537
0.00941501,0.00961901,0.009181,0.00921937,8596.64340201,2017-11-12T10:00:00,80.51212952
0.00921937,0.00930542,0.00900544,0.00922064,10470.78385185,2017-11-12T11:00:00,95.70202812
0.00922064,0.00942522,0.0092,0.009387,7998.82059992,2017-11-12T12:00:00,74.25948831
0.009386,0.00954163,0.009285,0.00936401,10097.28703633,2017-11-12T13:00:00,95.27768002
0.00938,0.00954394,0.00928421,0.00954354,7549.28521105,2017-11-12T14:00:00,70.85710388
0.00954354,0.00983417,0.0093481,0.00945401,16282.00164924,2017-11-12T15:00:00,155.56038341
0.009456,0.00967086,0.00938,0.00959739,9762.99323778,2017-11-12T16:00:00,92.57659932
0.0096387,0.0097801,0.00953747,0.0097801,7871.46547899,2017-11-12T17:00:00,76.22422821
0.00977896,0.0098,0.009654,0.00971571,6750.00856504,2017-11-12T18:00:00,65.69270061
0.00973085,0.0098098,0.009629,0.00977551,6440.40149957,2017-11-12T19:00:00,62.61416604
0.00972806,0.0099,0.00967508,0.009887,5452.30534813,2017-11-12T20:00:00,53.26063559
0.009887,0.01002806,0.00983,0.00988,12067.33552897,2017-11-12T21:00:00,120.12281922
0.00988001,0.01011099,0.00988001,0.01003202,16891.22455675,2017-11-12T22:00:00,168.50866239
0.01003202,0.010181,0.0098,0.00997,17401.68437004,2017-11-12T23:00:00,173.93762139
0.00997,0.01001589,0.0098,0.0098161,13879.9802764,2017-11-13T00:00:00,137.07918733
0.0098161,0.01015,0.00981106,0.01013008,12561.18202725,2017-11-13T01:00:00,126.10628181
0.01013008,0.01015508,0.00995781,0.01003598,8071.01588171,2017-11-13T02:00:00,80.99341315
0.01001101,0.01004098,0.00985114,0.00991067,9980.34131931,2017-11-13T03:00:00,99.32957553
0.0099,0.00998,0.00976081,0.00976944,7276.40073069,2017-11-13T04:00:00,71.88767527
0.00976944,0.00976944,0.009428,0.00949727,12453.83033463,2017-11-13T05:00:00,118.92491683
